Name	node.degree	node.betw	node.stress	node.evcent	Clustering.Coefficient	No..module	Zi	Pi	Domain	Phylum	Class	Order	Family	Genus	Domain_Phylum	year_trt
X16S_789	2	27.84496934	82	4.17e-12	0	2	-0.445	0.5	Bacteria	Bacteroidetes	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Bacteroidetes	2014_control
X16S_79	27	2191.013353	8468	2.23e-10	0.128205128	0	5.06	0	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria	2014_control
X16S_7924	1	0	0	6.95e-70	0	4	-0.75	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	Bacteria_Proteobacteria	2014_control
X16S_7983	2	0	0	1.95e-12	1	16	-0.192	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	Bacteria_Proteobacteria	2014_control
X16S_8	1	0	0	4.01e-113	0	40	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bacteria_Proteobacteria	2014_control
X16S_801	2	0	0	8.33e-14	1	12	-0.122	0	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2014_control
X16S_8043	2	135	279	2.34e-11	0	0	-0.451	0	Bacteria	Acidobacteria	Acidobacteria_Gp16	Unclassified	Unclassified	Gp16	Bacteria_Acidobacteria	2014_control
X16S_81	2	218	528	0.007300427	0	23	0	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Bacteria_Actinobacteria	2014_control
X16S_8100	4	0	0	1.71e-31	1	20	-0.392	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae 1	Bacillus	Bacteria_Firmicutes	2014_control
X16S_812	2	17.93333333	65	2.2e-67	0	3	-0.136	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Bacteria_Proteobacteria	2014_control
X16S_8148	1	0	0	7.46e-102	0	27	-0.577	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Unclassified	Bacteria_Proteobacteria	2014_control
X16S_822	1	0	0	2.17e-132	0	91	0	0	Bacteria	Bacteroidetes	Bacteroidetes_incertae_sedis	Unclassified	Unclassified	Ohtaekwangia	Bacteria_Bacteroidetes	2014_control
X16S_824	1	0	0	4.01e-113	0	42	0	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Bacteria_Gemmatimonadetes	2014_control
X16S_8288	4	2294.533333	5413	4.2e-67	0	3	0.612	0.375	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Bacteria_Proteobacteria	2014_control
X16S_833	1	0	0	2.17e-132	0	90	0	0	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unclassified	Unclassified	Gp3	Bacteria_Acidobacteria	2014_control
X16S_8377	2	0	0	0.011595406	1	1	-0.478	0	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unclassified	Unclassified	Gp1	Bacteria_Acidobacteria	2014_control
X16S_8428	1	0	0	7.64e-68	0	3	-0.884	0	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Bacteria_Bacteroidetes	2014_control
X16S_8466	1	0	0	2.17e-132	0	89	0	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	Bacteria_Planctomycetes	2014_control
X16S_850	1	0	0	0.02497937	0	1	-0.656	0	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unclassified	Unclassified	Gp3	Bacteria_Acidobacteria	2014_control
X16S_852	1	0	0	2.17e-132	0	88	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	Bacteria_Proteobacteria	2014_control
X16S_8598	3	209.1267025	439	3.33e-13	0	2	0.525	0	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unclassified	Unclassified	Gp4	Bacteria_Acidobacteria	2014_control
X16S_867	1	0	0	2.17e-132	0	87	0	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2014_control
X16S_8670	1	0	0	1.15e-71	0	5	-0.839	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2014_control
X16S_868	1	0	0	3.39e-68	0	3	-0.884	0	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2014_control
X16S_8750	1	0	0	9.46e-15	0	12	-0.674	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	Bacteria_Proteobacteria	2014_control
X16S_88	4	21.18674561	137	4.14e-11	0.5	0	-0.01	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Bacteria_Actinobacteria	2014_control
X16S_881	5	666	897	2.02e-68	0	5	2.853	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Bacteria_Gemmatimonadetes	2014_control
X16S_8849	12	1199.342539	3287	1.37e-10	0.303030303	0	1.532	0.152	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria	2014_control
X16S_89	1	0	0	2.17e-132	0	84	0	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Bacteria_Actinobacteria	2014_control
X16S_904	2	651	1218	3.63e-69	0	4	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Byssovorax	Bacteria_Proteobacteria	2014_control
X16S_910	1	0	0	2.72e-13	0	2	-0.445	0	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Unclassified	Unclassified	Bacteria_Actinobacteria	2014_control
X16S_9218	2	0	0	3.19e-11	1	0	-0.451	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria	2014_control
X16S_927	1	0	0	2.17e-132	0	83	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Byssovorax	Bacteria_Proteobacteria	2014_control
X16S_928	3	6.104761905	29	5.26e-11	0.666666667	0	-0.231	0	Bacteria	Proteobacteria	Betaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2014_control
X16S_932	1	0	0	2.31e-11	0	0	-0.672	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Unclassified	Unclassified	Bacteria_Actinobacteria	2014_control
X16S_933	2	135	341	7.53e-13	0	0	-0.451	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2014_control
X16S_9403	1	0	0	7.46e-102	0	28	-0.577	0	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas/Armatimonadetes_gp3	Bacteria_Armatimonadetes	2014_control
X16S_944	7	3.5	10	2.58e-31	0.714285714	20	0.784	0	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	Bacteria_Firmicutes	2014_control
X16S_949	1	0	0	2.17e-132	0	80	0	0	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria	2014_control
X16S_958	3	428	1120	0.033438807	0.333333333	1	-0.478	0.444	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Unclassified	Bacteria_Actinobacteria	2014_control
X16S_96	5	26.95100247	347	0.130860238	0.6	1	0.053	0	Bacteria	Acidobacteria	Acidobacteria_Gp25	Unclassified	Unclassified	Gp25	Bacteria_Acidobacteria	2014_control
X16S_963	2	218	438	0.016806789	0	25	0	0	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobineae_incertae_sedis	Aciditerrimonas	Bacteria_Actinobacteria	2014_control
X16S_969	1	0	0	2.17e-132	0	77	0	0	Archaea	Euryarchaeota	Unclassified	Unclassified	Unclassified	Unclassified	Archaea_Euryarchaeota	2014_control
X16S_97	1	0	0	3.71e-12	0	0	-0.672	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2014_control
X16S_973	1	0	0	2.17e-132	0	76	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Bacteria_Proteobacteria	2014_control
X16S_9735	1	0	0	2.17e-132	0	75	0	0	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Bacteria_Verrucomicrobia	2014_control
X16S_985	1	0	0	2.17e-132	0	92	0	0	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unclassified	Unclassified	Gp3	Bacteria_Acidobacteria	2014_control
X16S_9905	3	3	3	7.46e-102	0	27	1.732	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2014_control
X16S_9986	1	0	0	2.17e-132	0	73	0	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula	Bacteria_Planctomycetes	2014_control
X16S_1	7	19.16666667	25	8.39e-54	0.238095238	15	2.236	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae 1	Bacillus	Bacteria_Firmicutes	2014_warming
X16S_10	27	6290.679277	63390	0.198303645	0.182336182	3	2.513	0.37	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2014_warming
X16S_100	1	0	0	6.22e-108	0	34	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Anaeromyxobacter	Bacteria_Proteobacteria	2014_warming
X16S_1003	2	766.0754864	4871	0.006040241	0	1	-0.615	0.5	Bacteria	Verrucomicrobia	Subdivision3	Unclassified	Unclassified	Subdivision3_genera_incertae_sedis	Bacteria_Verrucomicrobia	2014_warming
X16S_1008	5	34.98446057	257	0.010619505	0.6	0	-0.154	0	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unclassified	Unclassified	Gp1	Bacteria_Acidobacteria	2014_warming
X16S_1009	1	0	0	0.00069908	0	1	-0.615	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Bacteria_Gemmatimonadetes	2014_warming
X16S_10102	2	379.9990895	2310	7.67e-05	0	11	0.377	0	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2014_warming
X16S_10115	1	0	0	2.02e-05	0	1	-0.615	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2014_warming
X16S_1012	2	16548	129167	3.19e-06	0	2	-0.161	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Unclassified	Unclassified	Bacteria_Actinobacteria	2014_warming
X16S_1016	1	0	0	6.22e-108	0	55	0	0	Bacteria	Chloroflexi	Ktedonobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Chloroflexi	2014_warming
X16S_1019	1	0	0	3.88e-07	0	12	-0.811	0	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Unclassified	Unclassified	Bacteria_Actinobacteria	2014_warming
X16S_102	4	1833.231416	20557	0.000869456	0.333333333	10	0.725	0.375	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unclassified	Unclassified	Gp1	Bacteria_Acidobacteria	2014_warming
X16S_1026	3	132.4770417	1894	0.000214213	0	1	-0.093	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Unclassified	Bacteria_Proteobacteria	2014_warming
X16S_1027	1	0	0	6.22e-108	0	47	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	Bacteria_Proteobacteria	2014_warming
X16S_103	11	4040.003308	26897	0.049328841	0.272727273	3	-0.073	0.694	Bacteria	Proteobacteria	Alphaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2014_warming
X16S_1031	2	618	3871	2.53e-05	0	4	0	0	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobineae_incertae_sedis	Aciditerrimonas	Bacteria_Actinobacteria	2014_warming
X16S_10345	1	0	0	4.33e-05	0	2	-0.838	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Bacteria_Actinobacteria	2014_warming
X16S_1046	2	618	3989	4.25e-05	0	16	0.816	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae 1	Bacillus	Bacteria_Firmicutes	2014_warming
X16S_10488	6	306.5924315	3082	0.010607143	0.333333333	0	0.032	0	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria	2014_warming
X16S_1049	1	0	0	4.38e-94	0	28	0	0	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Unclassified	Bacteria_Proteobacteria	2014_warming
X16S_105	1	0	0	0.000811755	0	10	-0.989	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	Actinoallomurus	Bacteria_Actinobacteria	2014_warming
X16S_1057	1	0	0	0.014351383	0	3	-0.719	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unclassified	Unclassified	Bacteria_Actinobacteria	2014_warming
X16S_1059	1	0	0	2.03e-05	0	1	-0.615	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria	2014_warming
X16S_106	12	2080.150375	20636	0.05837037	0.303030303	5	1.657	0.486	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Bacteria_Actinobacteria	2014_warming
X16S_1065	1	0	0	0.000796855	0	1	-0.615	0	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2014_warming
X16S_10681	2	0	0	0.007329423	1	5	-0.342	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Salinarimonas	Bacteria_Proteobacteria	2014_warming
X16S_1084	4	160.1954776	1366	0.016504187	0	3	-0.396	0.375	Bacteria	Verrucomicrobia	Spartobacteria	Unclassified	Unclassified	Spartobacteria_genera_incertae_sedis	Bacteria_Verrucomicrobia	2014_warming
X16S_1087	9	3946.595188	31814	0.002854728	0	1	0.688	0.493	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	Bacteria_Planctomycetes	2014_warming
X16S_1088	2	2460	15764	0.003577328	0	19	-0.5	0.5	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unclassified	Unclassified	Gp1	Bacteria_Acidobacteria	2014_warming
X16S_1092	1	0	0	1.58e-05	0	1	-0.615	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula	Bacteria_Planctomycetes	2014_warming
X16S_1097	1	0	0	4.52e-16	0	2	-0.838	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Unclassified	Bacteria_Actinobacteria	2014_warming
X16S_10998	8	426.8864135	6447	0.055102657	0.428571429	3	0.411	0	Bacteria	Acidobacteria	Acidobacteria_Gp5	Unclassified	Unclassified	Gp5	Bacteria_Acidobacteria	2014_warming
X16S_11	10	104.9354984	1553	0.106071321	0.533333333	3	0.735	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Bacteria_Proteobacteria	2014_warming
X16S_110	3	1802.5	10506	9.73e-11	0.333333333	2	0.515	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Pseudonocardia	Bacteria_Actinobacteria	2014_warming
X16S_1101	11	1732.051885	18043	0.028071779	0.418181818	0	0.965	0	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unclassified	Unclassified	Granulicella	Bacteria_Acidobacteria	2014_warming
X16S_1103	2	0	0	0.026035914	1	3	-0.558	0	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria	2014_warming
X16S_11032	1	0	0	6.22e-108	0	56	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Anaeromyxobacter	Bacteria_Proteobacteria	2014_warming
X16S_11054	2	256.1884799	1448	0.000260447	0	8	-0.826	0.5	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2014_warming
X16S_11073	1	0	0	0.007670226	0	3	-0.719	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Unclassified	Unclassified	Bacteria_Actinobacteria	2014_warming
X16S_1108	1	0	0	6.22e-108	0	44	0	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Bacteria_Gemmatimonadetes	2014_warming
X16S_111	6	1850.625	13457	0.026491501	0.333333333	8	1.34	0.277	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Bacteria_Proteobacteria	2014_warming
X16S_1114	1	0	0	4.38e-94	0	26	0	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Bacteria_Gemmatimonadetes	2014_warming
X16S_112	5	9015.666667	84032	9.85e-11	0.3	2	1.869	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Micromonospora	Bacteria_Actinobacteria	2014_warming
X16S_11276	7	6622.192477	67943	0.003402762	0	1	0.688	0.244	Bacteria	Acidobacteria	Acidobacteria_Gp2	Unclassified	Unclassified	Gp2	Bacteria_Acidobacteria	2014_warming
X16S_113	1	0	0	6.22e-108	0	49	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Bacteria_Proteobacteria	2014_warming
X16S_114	25	6398.996603	57600	0.152600656	0.186666667	5	2.991	0.627	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria	2014_warming
X16S_1140	2	61.54274437	1225	0.00030245	0	1	-0.354	0	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Unclassified	Unclassified	Bacteria_Actinobacteria	2014_warming
X16S_11446	3	380.4263843	4997	0.002394772	0	3	-0.719	0.444	Bacteria	Acidobacteria	Acidobacteria_Gp7	Unclassified	Unclassified	Gp7	Bacteria_Acidobacteria	2014_warming
X16S_1149	7	2216.500226	23215	0.002084283	0	1	0.949	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Unclassified	Bacteria_Proteobacteria	2014_warming
X16S_115	2	618	4486	0.001921005	0	8	-0.285	0	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2014_warming
X16S_116	4	1848.666667	8381	0.00867546	0.333333333	0	-0.341	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisoma	Bacteria_Proteobacteria	2014_warming
X16S_11622	1	0	0	0.000203215	0	1	-0.615	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria	2014_warming
X16S_1176	5	2406.303358	51941	0.014908038	0.1	1	-0.093	0.48	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Unclassified	Bacteria_Bacteroidetes	2014_warming
X16S_11791	2	0	0	3.45e-54	1	15	-0.559	0	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Unclassified	Bacteria_Firmicutes	2014_warming
X16S_118	1	0	0	6.22e-108	0	31	0	0	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unclassified	Unclassified	Gp1	Bacteria_Acidobacteria	2014_warming
X16S_1180	2	1234	8006	8.86e-06	0	11	0.377	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	Bacteria_Actinobacteria	2014_warming
X16S_11867	1	0	0	0.002575827	0	3	-0.719	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria	2014_warming
X16S_119	6	366.1459762	3536	0.002335516	0.4	0	0.032	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae 2	Oxalophagus	Bacteria_Firmicutes	2014_warming
X16S_1193	5	345.6492764	3018	0.056578415	0.6	3	-0.073	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria	2014_warming
X16S_11931	1	0	0	6.22e-108	0	41	0	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Unclassified	Unclassified	Bacteria_Actinobacteria	2014_warming
X16S_1195	3	1771.28608	9171	5.9e-05	0	12	0.324	0.444	Bacteria	Verrucomicrobia	Subdivision3	Unclassified	Unclassified	Subdivision3_genera_incertae_sedis	Bacteria_Verrucomicrobia	2014_warming
X16S_1198	8	5050.264404	43713	0.010059648	0.142857143	0	-0.341	0.656	Bacteria	Firmicutes	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Firmicutes	2014_warming
X16S_1199	3	1931.675829	15770	4.02e-06	0	9	0.833	0	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria	2014_warming
X16S_12	1	0	0	0.000528035	0	1	-0.615	0	Archaea	Crenarchaeota	Thermoprotei	Unclassified	Unclassified	Unclassified	Archaea_Crenarchaeota	2014_warming
X16S_1203	12	1480.60671	11562	0.029240407	0.287878788	0	1.151	0	Bacteria	Proteobacteria	Alphaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2014_warming
X16S_12094	6	1370.948121	8225	0.002496391	0.133333333	2	1.192	0.5	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria	2014_warming
X16S_121	7	3994.333333	38607	8.53e-12	0.19047619	2	3.224	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	Bacteria_Proteobacteria	2014_warming
X16S_12195	3	0	0	0.046880637	1	3	-0.396	0	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	Iamia	Bacteria_Actinobacteria	2014_warming
X16S_1222	1	0	0	6.22e-108	0	59	0	0	Bacteria	Armatimonadetes	Unclassified	Unclassified	Unclassified	Armatimonadetes_gp4	Bacteria_Armatimonadetes	2014_warming
X16S_12310	17	10754.42992	153668	0.104759571	0.139705882	3	1.22	0.359	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Bacteria_Proteobacteria	2014_warming
X16S_12359	3	3	3	1.65e-85	0	22	1.732	0	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unclassified	Unclassified	Gp3	Bacteria_Acidobacteria	2014_warming
X16S_12363	2	618	4004	6.43e-07	0	11	0.377	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2014_warming
X16S_12399	1	0	0	0.01876875	0	3	-0.719	0	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unclassified	Unclassified	Gp1	Bacteria_Acidobacteria	2014_warming
X16S_124	10	9433.691955	66128	0.005124137	0.2	0	0.405	0.32	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Unclassified	Bacteria_Proteobacteria	2014_warming
X16S_1247	3	45.49402042	547	8.39e-05	0	1	-0.093	0	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Cytophagaceae	Hymenobacter	Bacteria_Bacteroidetes	2014_warming
X16S_12503	1	0	0	4.26e-06	0	12	-0.811	0	Bacteria	Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Chloroflexi	2014_warming
X16S_1253	3	273.8092025	4757	0.018864247	0	3	-0.558	0.444	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2014_warming
X16S_12543	6	375.442875	2584	0.020282737	0.4	0	-0.154	0.277	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Actinobacteria	2014_warming
X16S_12580	10	998.6801789	15287	0.098456281	0.311111111	3	0.411	0.34	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unclassified	Unclassified	Gp6	Bacteria_Acidobacteria	2014_warming
X16S_126	1	0	0	5.51e-86	0	17	-1.224	0	Bacteria	Acidobacteria	Acidobacteria_Gp2	Unclassified	Unclassified	Gp2	Bacteria_Acidobacteria	2014_warming
X16S_1265	1	0	0	6.22e-108	0	42	0	0	Bacteria	Verrucomicrobia	Subdivision3	Unclassified	Unclassified	Subdivision3_genera_incertae_sedis	Bacteria_Verrucomicrobia	2014_warming
X16S_12709	2	77.08223546	376	0.003147991	0	3	-0.558	0	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unclassified	Unclassified	Gp4	Bacteria_Acidobacteria	2014_warming
X16S_12734	6	1856.251203	10298	0.027397557	0.133333333	8	1.34	0.277	Bacteria	Verrucomicrobia	Spartobacteria	Unclassified	Unclassified	Spartobacteria_genera_incertae_sedis	Bacteria_Verrucomicrobia	2014_warming
X16S_128	4	15509	122382	1.69e-08	0	2	1.192	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	Bacteria_Proteobacteria	2014_warming
X16S_1284	2	127.1089583	630	1.03e-05	0	4	0	0	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Bacteria_Unclassified	2014_warming
X16S_1285	6	1563.232794	13024	0.001586991	0	1	0.427	0.277	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unclassified	Bacteria_Chloroflexi	2014_warming
X16S_129	6	675.108022	5175	0.056470766	0.133333333	3	0.088	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Bacteria_Proteobacteria	2014_warming
X16S_12920	7	1670.365732	12400	0.013490084	0.047619048	0	-0.341	0.571	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Unclassified	Bacteria_Proteobacteria	2014_warming
X16S_13	1	0	0	4.52e-16	0	2	-0.838	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Bacteria_Actinobacteria	2014_warming
X16S_13099	1	0	0	3.31e-05	0	1	-0.615	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unclassified	Unclassified	Bacteria_Actinobacteria	2014_warming
X16S_131	3	1235	14039	6.26e-15	0	2	0.515	0	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Bacteria_Actinobacteria	2014_warming
X16S_13109	1	0	0	0.00015157	0	3	-0.719	0	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Bacteria_Proteobacteria	2014_warming
