OTU	X14_10N_H_N_1	X14_10S_H_C_1	X14_15N_H_N_0	X14_15S_H_C_0	X14_16N_H_N_1	X14_16S_H_C_1	X14_18N_H_N_0	X14_18S_H_C_0	X14_1N_H_N_1	X14_1S_H_C_1	X14_20N_H_N_1	X14_20S_H_C_1	X14_21N_H_N_2	X14_21S_H_C_2	X14_22N_H_N_2	X14_22S_H_C_2	X14_2N_H_N_0	X14_2S_H_C_0	X14_4N_H_N_2	X14_4S_H_C_2	X14_5N_H_N_0	X14_5S_H_C_0	X14_7N_H_N_2	X14_7S_H_C_2
X16S_435	0	1	0	0	0	0	0	0	0	5	0	3	0	3	0	22	0	1	0	1	0	11	3	5
X16S_436	12	0	0	0	3	4	16	4	7	8	23	10	8	5	1	14	20	1	6	5	28	0	1	5
X16S_437	11	22	4	2	2	8	10	7	2	5	9	18	14	18	6	4	3	0	1	25	2	5	0	26
X16S_438	11	12	9	3	5	0	22	0	38	6	2	1	3	1	0	2	10	4	7	1	9	0	5	6
X16S_439	4	3	0	0	2	10	1	3	0	14	0	6	1	4	0	6	2	9	4	8	1	9	8	3
X16S_440	5	16	1	2	6	2	20	8	15	9	10	17	19	18	18	26	2	2	8	13	9	2	7	8
X16S_441	4	0	6	9	2	0	0	30	9	7	34	12	4	1	0	0	33	18	12	1	17	1	7	1
X16S_442	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	5	0
X16S_443	15	13	0	38	2	12	8	27	38	44	14	5	3	7	0	0	15	29	17	43	8	8	0	0
X16S_444	0	3	0	0	1	3	0	0	0	2	0	6	0	12	2	26	0	0	0	3	0	3	6	9
X16S_445	3	21	2	2	26	1	23	1	1	15	1	45	8	3	16	1	4	19	0	0	3	0	1	2
X16S_446	1	3	0	0	4	2	4	0	0	0	0	2	0	0	0	0	1	5	0	3	1	3	3	0
X16S_447	1	4	0	0	1	9	1	0	1	12	0	12	2	13	2	3	0	2	5	9	1	7	3	0
X16S_448	1	1	1	0	1	6	1	2	1	3	1	3	0	2	7	4	1	9	5	6	5	5	13	5
X16S_449	2	6	5	3	4	1	20	4	3	2	16	9	24	4	6	2	0	2	2	1	3	0	0	0
X16S_450	9	4	7	2	5	5	29	5	6	6	10	4	17	2	5	6	2	0	3	6	7	2	11	7
X16S_451	4	12	3	3	4	12	2	11	13	5	7	5	2	17	7	3	18	12	9	13	13	9	9	2
X16S_452	12	6	1	7	13	14	5	8	4	5	13	2	7	2	3	5	7	7	14	13	3	6	5	1
X16S_453	8	0	0	0	1	34	0	0	1	1	0	8	0	2	17	7	0	1	1	17	3	20	23	1
X16S_454	0	4	0	0	3	4	1	5	0	8	0	4	0	15	14	26	0	5	18	5	0	8	8	16
X16S_455	18	8	24	14	3	16	7	15	11	6	7	12	4	6	0	11	8	7	20	16	9	8	9	15
X16S_456	5	3	0	1	8	5	3	6	2	6	15	3	5	13	6	6	0	3	2	2	4	3	14	7
X16S_457	2	10	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
X16S_458	18	8	0	0	2	4	4	11	8	12	5	12	10	9	9	5	2	17	9	8	9	12	3	9
X16S_459	5	24	1	1	3	1	30	3	9	2	10	5	28	3	6	5	2	0	1	2	1	0	0	1
X16S_460	0	1	0	0	0	0	0	0	0	0	0	4	26	2	11	2	0	0	0	0	0	0	14	0
X16S_461	7	7	2	6	1	18	11	25	5	7	11	12	7	11	6	11	3	10	14	12	7	11	8	13
X16S_462	2	2	1	0	1	0	7	0	4	1	0	4	0	2	6	1	1	2	0	4	1	3	5	1
X16S_463	4	2	0	0	2	8	0	4	0	1	1	1	0	4	6	4	0	4	6	3	6	12	5	0
X16S_464	22	36	9	4	1	0	108	0	5	9	2	0	1	4	0	0	9	15	24	3	6	1	21	2
X16S_465	21	9	79	139	31	27	31	36	20	18	64	20	27	14	8	13	51	21	36	16	14	11	6	35
X16S_466	1	7	0	0	1	6	2	2	1	4	0	4	3	9	3	6	0	6	8	7	3	8	2	0
X16S_467	0	1	0	0	5	2	0	0	0	2	0	1	0	12	2	10	0	1	8	11	0	2	6	2
X16S_468	2	1	0	0	2	1	0	0	4	2	0	2	0	5	7	20	0	0	3	3	1	2	4	6
X16S_469	7	3	0	0	3	0	7	0	0	0	0	2	0	68	0	11	0	0	5	0	13	0	0	4
X16S_470	0	9	0	1	5	1	3	2	0	31	1	41	5	21	1	1	0	3	1	1	2	4	1	12
X16S_471	3	4	1	3	3	10	0	4	5	3	2	7	0	10	0	2	4	7	6	3	6	6	10	1
X16S_472	4	14	0	0	0	0	1	0	0	11	1	0	0	1	1	0	0	12	2	0	7	3	0	0
X16S_473	18	10	9	16	18	22	7	17	14	17	20	20	7	11	3	3	16	20	13	10	19	15	16	11
X16S_474	9	10	14	16	10	14	10	18	7	13	4	10	3	12	1	5	8	18	10	18	16	4	6	17
X16S_475	7	5	6	4	0	0	23	1	27	19	1	0	0	3	0	0	9	0	3	2	2	0	4	0
X16S_476	0	0	0	0	0	0	0	0	0	0	0	0	0	9	21	13	0	0	0	0	0	0	1	11
X16S_477	12	4	2	3	10	10	14	6	5	6	13	6	10	1	2	7	6	6	5	8	7	3	5	4
X16S_478	20	11	0	3	8	18	5	4	8	14	5	6	8	20	32	36	2	8	13	16	18	20	42	31
X16S_479	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_480	5	26	4	2	13	3	14	15	2	17	3	20	2	7	4	0	4	31	8	7	18	4	14	0
X16S_481	1	3	1	0	0	0	8	0	0	0	0	1	1	1	133	0	0	2	0	1	0	1	1	0
X16S_482	4	1	1	2	3	5	2	5	1	3	3	1	2	1	4	4	2	9	2	6	12	6	13	7
X16S_483	0	2	0	0	0	0	0	0	0	3	0	1	0	2	3	1	0	1	1	1	0	0	4	4
X16S_484	0	0	0	0	0	0	0	0	0	0	0	2	0	3	4	3	0	0	0	0	0	0	1	10
X16S_485	2	4	4	4	187	18	1	4	3	21	7	19	1	5	2	6	14	9	14	9	8	36	9	4
X16S_486	8	2	0	2	2	9	0	2	4	2	3	3	3	1	4	3	2	5	7	8	9	11	10	5
X16S_487	8	32	5	7	14	2	14	2	34	13	2	17	0	5	0	0	22	24	1	1	21	10	10	1
X16S_488	1	11	2	0	0	0	9	0	1	1	2	1	0	0	0	0	2	0	2	0	2	0	5	0
X16S_489	8	6	5	4	1	12	8	17	18	11	4	5	0	6	1	3	12	22	28	17	33	8	3	16
X16S_490	0	0	0	0	0	0	0	0	0	1	0	1	0	12	7	18	0	0	1	1	0	0	5	17
X16S_491	4	2	0	0	1	14	1	3	1	6	0	4	3	7	5	6	1	5	10	7	3	5	5	1
X16S_492	0	7	2	0	2	0	8	0	17	4	1	1	0	0	28	0	4	3	1	0	0	1	9	1
X16S_493	6	5	2	1	6	3	0	11	6	6	8	3	6	3	1	8	3	3	5	7	0	2	1	0
X16S_494	7	8	0	1	3	2	7	0	5	9	5	5	10	6	7	7	2	9	2	5	1	5	4	2
X16S_495	3	4	64	69	37	0	8	4	8	0	23	0	10	2	1	0	33	2	9	1	3	2	0	0
X16S_496	7	3	12	14	7	3	14	9	5	4	6	1	8	6	3	4	8	4	7	8	0	0	0	5
X16S_497	1	16	0	0	1	1	3	0	0	5	0	4	2	11	28	0	0	1	2	3	1	3	5	2
X16S_498	5	5	1	2	1	5	6	10	4	2	2	2	0	10	0	0	2	8	5	8	3	2	6	0
X16S_499	5	12	0	40	0	27	7	12	140	23	0	4	0	8	0	0	0	17	9	15	67	66	0	0
X16S_500	0	1	0	0	0	10	0	1	0	0	0	0	0	0	0	2	1	0	0	0	1	0	1	3
X16S_501	2	2	0	0	5	15	1	1	3	16	0	10	9	5	59	33	3	10	11	6	0	16	47	45
X16S_502	5	0	1	0	2	0	2	1	0	0	1	1	1149	0	0	0	1	0	2	1	0	2	1	0
X16S_503	4	3	0	0	5	16	2	5	0	8	2	1	0	1	18	24	1	9	5	6	22	6	45	33
X16S_504	0	8	0	0	0	0	0	0	2	6	1	3	0	38	0	9	0	0	1	9	0	0	0	6
X16S_505	7	14	5	3	3	0	17	2	14	1	2	3	1	1	0	0	10	2	0	1	4	2	10	0
X16S_506	0	12	0	2	4	1	4	2	5	6	5	14	7	12	6	1	13	3	1	1	4	3	4	2
X16S_507	1	0	0	0	9	0	0	0	0	2	0	5	0	4	1	16	0	0	1	1	0	0	0	0
X16S_508	3	0	0	0	4	3	0	0	0	0	0	0	0	2	3	5	0	3	1	0	0	0	12	3
X16S_509	13	5	4	7	5	13	7	9	12	8	11	5	5	5	7	11	10	15	9	7	7	8	17	15
X16S_510	1	9	0	0	0	2	0	3	2	5	0	3	1	3	3	1	5	5	2	0	6	9	15	11
X16S_511	10	8	3	12	3	7	12	10	4	10	7	2	11	2	1	1	2	9	10	4	6	8	1	3
X16S_512	4	6	1	1	0	2	0	3	4	1	1	5	0	6	0	5	0	0	3	1	0	1	3	8
X16S_513	2	9	10	19	3	4	10	4	2	5	7	4	12	7	1	3	1	1	7	5	0	1	0	2
X16S_514	1	10	4	6	6	3	35	0	81	26	20	13	4	7	1	0	6	12	1	1	10	4	13	0
X16S_515	5	21	15	14	1	3	15	4	4	2	3	3	20	8	4	5	2	0	2	1	2	1	0	0
X16S_516	3	0	0	0	2	2	1	0	2	5	0	0	0	4	4	0	1	4	1	3	3	1	31	6
X16S_517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	1
X16S_518	7	36	2	1	8	11	13	4	26	12	12	4	2	4	3	1	5	37	5	6	15	7	8	2
X16S_519	10	23	29	36	1	8	8	10	8	10	4	12	9	16	1	7	1	12	9	31	8	6	0	19
X16S_520	5	5	4	2	4	8	2	4	2	6	8	3	5	13	1	5	1	9	2	6	4	9	10	3
X16S_521	6	1	0	0	1	5	0	3	0	0	1	0	2	8	5	6	1	3	5	1	3	0	2	2
X16S_522	2	0	0	0	10	0	0	0	2	6	1	0	0	4	9	19	0	0	0	0	0	0	2	8
X16S_523	0	19	4	3	0	0	26	6	7	6	4	11	6	0	0	0	0	10	4	0	0	1	1	5
X16S_524	0	6	0	2	0	4	1	4	0	2	1	5	2	6	6	5	0	1	1	4	3	3	3	9
X16S_526	2	28	5	33	0	5	4	58	8	12	5	10	6	8	1	2	0	2	7	11	0	2	0	0
X16S_527	19	15	93	76	11	27	13	32	50	12	51	22	13	6	1	7	26	17	14	20	19	17	8	15
X16S_528	12	6	4	5	6	14	7	10	7	12	5	3	9	8	2	6	8	6	7	3	8	5	3	5
X16S_529	30	23	16	7	3	0	29	1	34	3	24	31	22	1	1	2	13	7	9	1	5	1	14	9
X16S_530	1	14	0	2	2	5	1	6	3	4	12	8	0	0	0	0	8	106	3	2	5	0	2	3
X16S_531	8	5	2	0	12	16	9	10	1	5	3	4	13	6	3	4	3	4	4	7	6	6	4	0
X16S_532	18	8	1	2	3	14	9	15	4	6	6	8	5	10	3	13	8	11	16	7	24	8	6	2
X16S_533	6	14	14	4	2	2	10	4	60	12	4	5	10	2	18	1	68	20	9	4	32	10	15	9
X16S_534	9	4	1	1	1	1	1	3	1	0	2	3	5	5	2	10	0	0	3	7	1	2	3	5
X16S_535	4	1	0	0	0	7	0	0	0	1	1	1	0	5	5	7	0	0	0	2	1	10	17	4
X16S_536	3	4	16	14	4	4	4	1	9	2	33	3	8	4	2	2	19	4	3	3	11	4	6	0
X16S_537	10	8	4	4	9	20	7	8	8	5	15	11	7	27	5	11	4	18	21	15	9	13	11	8
X16S_538	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	10	0
X16S_539	18	9	4	12	16	18	23	15	10	6	12	10	18	10	19	15	7	11	12	15	12	4	16	12
X16S_540	1	7	0	5	9	1	2	10	74	11	24	4	7	19	0	0	120	7	11	11	17	2	9	0
X16S_541	2	6	1	0	0	0	4	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	5	1
X16S_542	1	0	0	1	3	1	1	0	0	3	0	1	0	1	1	9	0	0	5	2	2	6	13	4
X16S_543	8	12	117	66	4	5	10	12	32	8	43	25	58	6	1	2	36	15	10	19	11	7	4	10
X16S_544	2	12	21	16	15	5	9	42	52	34	46	27	25	30	2	1	143	19	9	7	44	10	9	6
X16S_545	3	8	5	1	10	5	26	6	14	10	1	7	6	6	5	4	11	3	0	6	4	2	3	2
X16S_546	1	1	0	0	0	0	0	0	0	3	0	3	0	21	3	33	0	0	2	1	0	0	2	4
X16S_547	2	18	3	1	0	2	58	1	144	14	3	2	0	6	0	1	11	0	1	0	1	0	6	1
X16S_548	5	0	1	5	2	14	2	9	1	6	1	1	2	0	1	0	5	5	2	6	2	3	6	2
X16S_549	1	0	0	0	0	4	0	2	0	6	3	0	0	0	4	2	0	1	2	5	2	3	6	3
X16S_550	1	23	0	1	1	1	4	2	0	0	9	3	24	4	2	1	0	0	3	2	0	3	14	4
X16S_551	3	3	0	0	5	3	11	1	1	1	0	1	14	1	3	0	22	74	2	414	21	0	3	0
X16S_552	9	4	17	14	2	10	8	12	14	4	9	7	4	3	0	6	6	7	6	7	6	3	2	5
X16S_553	7	3	0	0	3	2	4	5	0	6	2	2	1	3	4	4	4	2	6	4	2	8	11	5
X16S_554	0	0	0	0	0	9	0	12	0	5	0	1	0	0	0	5	0	11	12	0	6	3	2	3
X16S_555	32	38	52	30	4	7	18	25	5	11	2	11	7	22	6	3	3	4	2	8	9	7	1	86
X16S_556	6	3	1	6	3	10	6	10	8	4	4	5	5	19	5	5	0	10	4	12	3	7	3	1
X16S_557	1	2	0	0	3	0	1	0	0	0	2	0	0	0	0	0	0	2	17	1	3	0	5	0
X16S_558	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0
X16S_559	27	12	3	5	5	7	0	9	6	11	6	14	5	26	13	56	0	6	10	21	14	8	5	7
X16S_560	1	1	1	0	3	0	8	0	1	1	1	0	5	5	9	11	0	0	0	0	0	0	0	0
X16S_561	5	12	0	0	1	0	2	0	0	3	0	2	2	4	3	8	0	0	0	2	0	4	0	0
X16S_562	4	1	0	0	7	11	0	0	1	6	2	2	4	4	7	15	2	0	6	6	1	6	4	7
X16S_563	0	0	0	0	0	3	0	0	0	0	0	0	0	1	4	1	0	0	0	1	1	5	4	1
X16S_564	7	2	6	8	3	2	4	6	2	16	10	19	10	5	2	5	7	6	8	1	8	2	0	3
X16S_565	5	7	93	37	8	8	30	4	12	11	9	12	31	10	7	8	21	4	49	12	13	3	1	5
X16S_566	4	1	0	0	4	6	0	8	0	5	2	2	0	0	3	5	1	6	3	6	8	7	4	0
X16S_567	3	5	3	8	7	10	0	6	11	3	6	4	13	4	0	2	2	13	7	8	5	0	4	1
X16S_568	1	0	0	0	0	5	0	0	0	3	0	1	0	3	1	10	0	0	4	0	1	9	7	5
X16S_569	2	0	0	0	2	1	2	0	3	1	0	7	2	2	17	0	6	1	0	1	0	2	2	1
X16S_570	1	1	0	3	3	7	3	10	38	29	7	0	0	4	1	0	146	15	13	13	27	2	4	0
X16S_571	1	0	3	0	0	13	1	4	0	5	0	0	1	1	2	1	1	5	0	1	10	4	17	2
X16S_572	12	10	12	7	4	16	14	12	8	7	9	8	4	18	3	7	12	8	15	22	7	12	11	16
X16S_573	8	4	1	0	5	4	15	1	4	4	19	7	6	7	8	5	4	2	1	0	4	1	10	7
X16S_574	3	10	1	2	6	1	2	1	1	11	11	37	23	14	14	2	7	7	1	2	6	2	6	15
X16S_575	7	1	0	5	1	7	9	10	10	10	2	13	4	6	61	3	10	13	4	8	2	8	0	8
X16S_576	32	12	4	10	3	1	16	0	14	4	8	1	4	6	0	0	19	10	10	5	14	7	15	3
X16S_577	0	9	0	3	0	0	21	1	9	1	2	6	4	47	1	9	1	0	1	5	0	13	1	18
X16S_578	2	10	0	0	0	0	33	0	11	0	1	2	1	1	2	0	0	0	0	2	1	10	4	0
X16S_579	1	3	2	3	7	6	2	1	1	4	1	11	3	3	12	7	2	2	3	4	3	5	8	12
X16S_580	2	0	0	0	0	2	0	0	0	1	0	2	0	1	1	5	0	11	2	4	8	12	3	3
X16S_581	2	4	0	0	1	0	9	2	0	1	2	1	0	8	0	9	4	3	2	1	0	2	1	6
X16S_582	7	5	4	6	3	5	15	4	3	1	3	3	6	2	2	3	3	2	12	7	5	3	0	3
X16S_583	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
X16S_584	17	13	60	48	12	11	26	19	20	13	34	27	17	5	2	3	38	18	26	16	29	7	2	27
X16S_585	11	4	10	9	5	22	14	24	6	8	4	4	10	4	3	1	6	5	5	7	7	8	2	1
X16S_586	3	4	0	0	2	4	0	1	0	1	0	3	5	1	8	2	0	1	1	3	8	8	20	0
X16S_587	1	2	4	3	7	1	0	0	0	0	0	7	0	0	1	0	0	1	1	0	3	0	1	0
X16S_588	1	0	3	1	6	8	2	5	1	9	22	2	8	8	2	9	0	4	6	4	17	4	1	3
X16S_589	6	6	4	10	6	2	0	8	7	4	2	2	4	3	1	1	12	6	4	6	11	12	3	0
X16S_590	1	0	0	0	0	6	1	0	0	2	0	3	1	2	5	1	1	4	0	1	1	5	0	1
X16S_591	1	8	1	1	6	4	5	6	1	11	2	10	2	6	5	3	4	5	1	2	3	3	3	3
X16S_592	1	0	0	0	0	9	0	2	1	1	0	0	6	3	1	0	0	9	0	0	8	1	7	1
X16S_593	0	4	0	0	2	6	1	0	0	2	0	12	0	0	1	0	0	12	7	4	3	5	21	0
X16S_594	6	4	0	5	3	4	6	5	8	0	13	5	2	1	1	1	23	10	3	2	10	5	5	1
X16S_595	1	0	0	0	0	0	1	1	0	6	0	0	0	2	24	31	0	0	1	0	0	1	6	2
X16S_596	0	6	0	0	2	8	1	0	1	2	1	0	2	6	8	9	0	4	0	3	0	2	2	6
X16S_597	21	15	14	21	50	9	11	10	12	6	8	10	8	21	0	6	15	7	11	25	5	58	12	14
X16S_598	0	1	24	91	0	2	17	4	4	0	1	3	2	0	0	0	0	0	41	1	0	0	0	54
X16S_599	0	2	0	0	1	6	0	0	1	1	0	0	0	2	5	1	0	3	0	4	2	1	1	1
X16S_600	8	22	0	5	0	0	54	3	10	0	7	1	6	3	3	1	2	0	15	3	1	1	0	0
X16S_601	7	5	2	1	3	6	8	4	8	9	6	2	19	1	0	0	4	5	4	6	1	1	0	0
X16S_602	4	5	0	0	1	2	0	3	4	7	1	3	3	5	10	10	0	5	6	4	4	2	16	1
X16S_603	1	1	0	0	0	5	1	1	0	1	0	3	0	1	1	3	1	1	4	1	1	1	2	0
X16S_604	12	7	22	40	8	30	24	32	31	11	40	11	18	4	0	13	42	13	27	12	12	15	20	30
X16S_605	1	0	1	0	0	0	0	1	1	0	0	0	0	2	1	6	0	0	1	0	0	2	2	4
X16S_606	1	1	0	0	3	5	0	0	0	1	0	2	9	7	10	12	0	5	1	1	1	4	10	6
X16S_607	5	1	2	0	3	8	0	3	0	2	2	4	2	5	2	3	2	2	1	7	3	4	3	7
X16S_608	0	3	0	0	0	0	0	1	1	5	0	1	1	2	9	8	0	2	0	3	1	1	2	1
X16S_609	1	0	0	0	1	3	0	0	0	0	0	0	0	1	13	15	0	0	0	0	0	0	2	13
X16S_610	0	3	0	0	1	8	1	2	0	1	1	0	0	1	0	1	1	3	2	4	3	2	5	0
X16S_611	1	0	0	0	8	3	0	1	0	2	0	0	4	1	6	0	0	1	0	0	0	0	1	2
X16S_612	0	2	1	0	11	12	2	6	1	6	2	2	0	2	1	0	7	5	1	0	4	4	7	1
X16S_613	11	9	0	0	0	2	3	6	5	1	0	6	1	5	2	3	2	0	3	5	2	9	3	3
X16S_614	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	5	0	1	0	5	2
X16S_615	8	2	1	1	7	5	4	0	4	3	5	5	2	1	2	4	1	3	2	2	2	6	10	9
X16S_616	4	1	0	0	1	3	0	3	2	3	0	4	1	0	3	3	2	2	6	3	5	4	6	1
X16S_617	1	2	0	0	0	2	0	2	0	2	0	0	1	0	0	1	0	1	0	4	2	1	5	3
X16S_618	1	11	5	4	0	1	0	0	2	5	0	12	1	12	8	13	0	1	6	1	1	2	4	10
X16S_619	3	0	0	0	0	2	0	3	0	1	2	1	0	6	0	2	0	2	3	3	0	1	6	4
X16S_620	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
X16S_621	9	0	6	16	4	5	3	5	1	3	9	10	2	3	3	3	5	2	7	9	5	1	2	1
X16S_622	1	6	0	0	1	2	1	1	0	2	0	0	2	7	17	22	0	0	0	0	0	0	4	2
X16S_623	19	13	3	3	0	2	19	10	5	3	12	4	15	6	4	7	7	1	18	4	10	2	0	4
X16S_624	7	10	1	2	0	12	10	6	8	14	4	15	0	11	4	17	1	7	2	13	19	6	12	11
X16S_625	3	7	3	2	3	21	10	15	14	23	3	13	3	2	24	5	10	28	5	4	12	15	8	7
X16S_626	2	2	0	1	1	0	0	0	1	2	0	2	5	3	9	13	0	0	0	2	0	0	1	3
X16S_627	1	0	0	0	0	2	0	0	1	1	0	1	0	7	0	3	2	6	1	1	0	9	1	0
X16S_628	21	24	0	0	0	0	8	0	7	12	1	3	2	16	1	20	2	0	11	6	0	5	0	9
X16S_629	4	7	0	0	0	0	2	4	31	4	0	0	4	4	0	5	2	0	14	11	0	2	0	0
X16S_630	1	7	0	0	1	1	6	2	2	5	3	2	6	3	3	17	0	0	0	2	1	0	0	0
X16S_631	6	2	3	1	4	5	1	9	5	4	4	5	0	8	2	2	2	3	7	5	13	6	5	1
X16S_632	3	0	0	0	0	1	0	1	0	1	2	2	1	0	2	0	1	6	0	0	6	0	0	0
X16S_633	5	3	1	2	3	8	3	7	1	6	5	5	0	3	1	5	5	5	0	1	4	6	10	9
X16S_634	3	5	3	2	1	2	3	2	0	10	7	4	6	6	2	7	2	1	6	2	3	5	1	1
X16S_635	4	1	8	20	3	0	49	14	14	1	8	0	15	3	0	0	1	0	12	1	5	1	0	0
X16S_636	1	0	0	0	14	9	1	5	0	8	1	4	1	4	7	3	2	5	1	7	10	5	6	3
X16S_637	2	3	33	18	9	1	16	7	1	0	7	1	6	0	2	0	1	0	14	2	3	0	0	0
X16S_638	4	6	2	3	6	4	10	7	2	3	8	5	15	8	3	4	2	2	8	4	4	1	3	5
X16S_639	0	5	0	0	2	7	0	2	0	2	0	0	3	2	3	0	0	1	2	5	6	3	12	2
X16S_640	1	0	0	0	6	1	0	0	0	3	0	0	0	2	0	5	0	0	2	0	1	1	3	0
X16S_641	0	0	0	0	5	1	0	0	0	2	0	0	0	0	12	10	0	1	0	0	0	0	19	8
X16S_642	19	5	2	3	2	5	3	2	14	8	2	1	5	2	4	5	4	2	0	4	3	1	3	0
X16S_643	3	1	0	0	0	0	1	0	0	8	1	2	0	5	4	5	0	0	1	3	1	1	3	2
X16S_644	1	0	0	0	0	0	0	0	1	0	0	3	1	0	3	22	0	0	0	0	2	0	37	51
X16S_645	3	6	36	30	0	5	6	1	4	7	6	3	4	4	2	2	2	3	7	4	2	5	0	5
X16S_646	0	2	2	1	18	0	5	3	0	3	7	1	6	8	4	6	1	2	1	4	1	0	1	6
X16S_647	4	7	14	9	4	0	2	1	1	2	8	2	9	0	0	1	14	4	5	2	4	0	0	1
X16S_648	2	0	2	4	12	10	1	5	3	2	15	4	7	3	1	2	3	4	4	4	5	1	6	3
X16S_649	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
X16S_650	1	16	0	0	14	2	23	2	3	37	0	36	0	1	0	0	1	8	1	2	3	2	2	2
X16S_651	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	27
X16S_652	10	10	0	1	0	1	13	6	5	7	6	5	5	11	3	10	0	0	6	16	3	3	1	1
X16S_653	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	13	0	0	0	0	0	1	1	8
X16S_654	6	8	1	2	2	9	1	5	3	4	6	5	5	2	1	1	2	3	8	5	5	5	0	1
X16S_655	5	2	0	0	1	1	1	3	0	2	2	0	2	2	2	6	0	2	3	0	5	3	5	2
X16S_656	4	2	9	6	9	4	8	16	13	11	6	6	1	4	0	1	19	30	5	0	8	8	2	1
X16S_657	0	2	0	0	1	0	0	0	0	2	0	0	0	3	2	3	0	0	0	1	0	1	1	0
X16S_658	13	1	0	0	3	1	0	6	2	3	1	0	6	7	3	2	2	3	1	1	4	11	0	1
X16S_659	0	1	0	0	3	10	1	1	0	15	0	3	0	1	16	0	0	1	0	2	3	5	2	3
X16S_660	5	3	3	1	1	0	5	2	14	2	5	3	22	2	2	0	25	9	4	1	11	1	8	1
X16S_661	6	3	6	3	2	2	5	4	3	4	4	5	8	5	1	11	1	1	0	5	4	3	0	0
X16S_662	7	2	0	6	7	7	4	22	2	5	5	13	9	8	4	6	6	9	6	6	12	9	11	6
X16S_663	4	3	1	1	1	5	0	10	2	0	0	1	1	2	2	7	0	7	4	4	7	4	8	9
X16S_664	11	11	32	37	12	8	21	18	20	3	24	8	15	5	8	5	13	6	18	10	12	1	0	0
X16S_665	0	5	0	0	0	0	0	1	0	0	2	0	0	4	1	0	0	0	0	0	0	0	0	0
